id;dren;cisco;commune;zap;fokontany;code;name;is_privee;is_eec;is_presco;is_primaire;is_college;is_lycee;is_rurale;village
1;11;101;10101;10101;1010143;101010001;EPP AMPASANDRATSARAHOBY;0;0;1;1;0;0;0;1010143@AMBONDRONA
2;11;101;10101;10101;1010140;101010002;EPP MANARINTSOA ISOTRY;0;0;1;1;0;0;0;1010140@MANARINTSOA ANATIHAZO
3;11;101;10101;10101;1010133;101010003;EPP ISOTRY-AMPEFILOHA;0;0;1;1;0;0;0;1010133@ISOTRY-AMPEFILOHA
4;11;101;10101;10101;1010134;101010004;LYCEE JULES FERRY FARAVOHITRA;0;0;0;0;0;1;0;1010134@FARAVOHITRA
5;11;101;10101;10101;1010134;101010005;EPP FARAVOHITRA;0;0;0;1;0;0;0;1010134@FARAVOHITRA
6;11;101;10101;10101;1010134;101010006;EPP BERNART CANUT;0;0;1;1;0;0;0;1010134@FARAVOHITRA AMBONY
7;11;101;10101;10101;1010130;101010007;EPP ANTOHOMADINIKA III G HANGAR;0;0;1;1;0;0;0;1010130@ANTOHOMADINIKA
8;11;101;10101;10101;1010125;101010008;EPP ANTETEZANA AFOVOANY I;0;0;0;1;0;0;0;1010125@QUARTIER II ANTETEZANAFOVOANY I
9;11;101;10101;10101;1010123;101010009;LYCEE JEAN JOSEPH RABEARIVELO;0;0;0;0;0;1;0;1010123@ANALAKELY
10;11;101;10101;10101;1010123;101010010;EPP ANALAKELY;0;0;1;1;0;0;0;1010123@ANALAKELY
11;11;101;10101;10101;1010127;101010011;EPP ANTANIMENA I;0;0;1;1;0;0;0;1010127@ANTANIAVO
12;11;101;10101;10101;1010109;101010012;EPP ANKADIVATO;0;0;1;1;0;0;0;1010109@ANKADIVATO
13;11;101;10101;10101;1010117;101010013;EPP ANDOHATAPENAKA II;0;0;1;1;0;0;0;1010117@ANDOHATAPENAKA II
14;11;101;10101;10101;1010116;101010014;EPP ANDOHATAPENAKA I;0;0;1;1;0;0;0;1010116@ANDOHATAPENAKA
15;11;101;10101;10101;1010115;101010015;EPP ANDAVAMAMBA;0;0;1;1;0;0;0;1010115@ANDAVAMAMBA
16;11;101;10101;10101;1010111;101010016;EPP ANATIHAZO ISOTRY;0;0;1;1;0;0;0;1010111@ANATIHAZO ISOTRY
17;11;101;10101;10101;1010133;101010017;CEG AMPEFILOHA;0;0;0;0;1;0;0;1010133@AMPEFILOHA
18;11;101;10101;10101;1010110;101010018;EPP ANTANIMBARINANDRIANA;0;0;1;1;0;0;0;1010110@AMPARIBE AMBOHIDAHY MAHAMASINA
19;11;101;10101;10101;1010110;101010019;CEG ANTANIMBARINANDRIANA;0;0;0;0;1;0;0;1010110@MAHAMASINA
20;11;101;10101;10101;1010143;101010020;EPP SOARANO;0;0;0;1;0;0;0;1010143@SOARANO
21;11;101;10101;10101;1010132;101010021;EPP AMBODINISOTRY;0;0;1;1;0;0;0;1010132@AMBODINISOTRY
22;11;101;10101;10101;1010107;101010022;LYCEE GALLIENI ANDOHALO;0;0;0;0;0;1;0;1010107@AMBATOVINAKY
23;11;101;10101;10101;1010102;101010023;EPP 67 HA SUD;0;0;1;1;0;0;0;1010102@67 HA SUD
24;11;101;10101;10101;1010103;101010024;CEG BETSIMITATATRA 67 HA;0;0;0;0;1;0;0;1010103@QUARTIER
25;11;101;10101;10101;1010104;101010025;EPP 67 HA NORD;0;0;1;1;0;0;0;1010104@67HA AVARATRA
26;11;101;10101;10102;1010203;101010026;EPP VOLOSARIKA;0;0;1;1;0;0;0;1010203@VOLOSARIKA
27;11;101;10101;10102;1010222;101010027;EPP ANKADINANDRIANA;0;0;1;1;0;0;0;1010222@ANKADINANDRIANA
28;11;101;10101;10102;1010222;101010028;CEG AVARADROVA;0;0;0;0;1;0;0;1010222@MANJAKAMIADANA
29;11;101;10101;10102;1010221;101010029;EPP MANDROSEZA;0;0;1;1;0;0;0;1010221@MANDROSEZA
30;11;101;10101;10102;1010220;101010030;EPP MANAKAMBAHINY;0;0;1;1;0;0;0;1010220@MANAKAMBAHINY
31;11;101;10101;10102;1010201;101010031;EPP FALIARIVO AMBANIDIA;0;0;1;1;0;0;0;1010201@FALIARIVO
32;11;101;10101;10102;1010219;101010032;EPP ANTSAHABE;0;0;1;1;0;0;0;1010219@ANTSAHABE
33;11;101;10101;10102;1010213;101010034;EPP AMBAVAHADIMITAFO;0;0;1;1;0;0;0;1010213@AMBAVAHADIMITAFO
34;11;101;10101;10102;1010224;101010035;EPP AMPASANIMALO;0;0;1;1;0;0;0;1010224@TSIADANA AMPASANIMALO
35;11;101;10101;10102;1010208;101010036;EPP AMBOHIMITSIMBINA;0;0;1;1;0;0;0;1010208@AMBOHIMITSIMBINA
36;11;101;10101;10102;1010207;101010037;EPP AMBOHIPO;0;0;1;1;0;0;0;1010207@AMBOHIPO
37;11;101;10101;10102;1010207;101010038;CEG AMBOHIPO;0;0;0;0;1;0;0;1010207@AMBOHIPO
38;11;101;10101;10102;1010206;101010039;EPP AMBOHIMIANDRA;0;0;1;1;0;0;0;1010206@AMBOHIMIANDRA
39;11;101;10101;10103;1010328;101010041;EPP BETONGOLO;0;0;1;1;0;0;0;1010328@BETONGOLO
40;11;101;10101;10103;1010327;101010042;EPP BESARETY;0;0;1;1;0;0;0;1010327@BESARETY
41;11;101;10101;10103;1010324;101010043;EPP BEHORIRIKA;0;0;1;1;0;0;0;1010324@BEHORIRIKA
42;11;101;10101;10103;1010321;101010044;EPP AMPASANISADODA;0;0;1;1;0;0;0;1010321@AMPASANISADODA
43;11;101;10101;10103;1010319;101010045;CEG ANTANIMENA;0;0;0;0;1;0;0;1010319@ANTANIMENA
44;11;101;10101;10103;1010319;101010046;EPP ANTANIMENA III;0;0;0;1;0;0;0;1010319@ANTANIMENA
45;11;101;10101;10103;1010313;101010047;EPP ANKADIFOTSY II;0;0;1;1;0;0;0;1010313@ANKADITAPAKA AVARATRA
46;11;101;10101;10103;1010310;101010048;EPP ANDRAVOAHANGY II;0;0;0;1;0;0;0;1010310@ANDRAVOAHANGY EST
47;11;101;10101;10103;1010309;101010049;EPP ANDRAVOAHANGY I;0;0;1;1;0;0;0;1010309@ANDRAVOAHANGY ANDREFANA
48;11;101;10101;10103;1010317;101010050;EPP CHARLOTTE RANOHISOA RATSIRAHONANA ANKORONDRANO;0;0;0;1;0;0;0;1010317@ANDRANOMAHERY
49;11;101;10101;10103;1010307;101010051;EPP AMPANDRANA EST;0;0;1;1;0;0;0;1010307@AMPANDRANA ATSINANANA
50;11;101;10101;10103;1010304;101010053;EPP AVARADOHA;0;0;1;1;0;0;0;1010304@AMBOHITRAKELY
51;11;101;10101;10103;1010304;101010054;CEG AVARADOHA;0;0;0;0;1;0;0;1010304@AMBOHITRAKELY AVARADOHA
52;11;101;10101;10104;1010432;101010055;EPP MAHAMASINA EST;0;0;1;1;0;0;0;1010432@TSIMIALONJAFY
53;11;101;10101;10104;1010420;101010056;CEG TSIMBAZAZA;0;0;0;0;1;0;0;1010420@TSIMBAZAZA
54;11;101;10101;10104;1010420;101010057;EPP SOANIERANA I;0;0;1;1;0;0;0;1010420@SOANIERANA
55;11;101;10101;10104;1010429;101010058;EPP SOANIERANA II;0;0;1;1;0;0;0;1010429@SOANIERANA
56;11;101;10101;10104;1010428;101010059;EPP MADERA NAMONTANA;0;0;1;1;0;0;0;1010428@MADERA NAMONTANA
57;11;101;10101;10104;1010422;101010060;EPP ILANIVATO AMPASIKA;0;0;0;1;0;0;0;1010422@ILANIVATO
58;11;101;10101;10104;1010421;101010061;EPP FIADANANA;0;0;1;1;0;0;0;1010421@FIADANANA
59;11;101;10101;10104;1010418;101010062;EPP ANOSIBE;0;0;1;1;0;0;0;1010418@QUARTIER
60;11;101;10101;10104;1010418;101010063;CEG ANOSIBE;0;0;0;0;1;0;0;1010418@ANOSIZATO EST I
61;11;101;10101;10104;1010418;101010064;EPP ANOSIZATO-EST;0;0;1;1;0;0;0;1010418@ANOSIZATO EST I
62;11;101;10101;10104;1010416;101010065;EPP ANOSIPATRANA;0;0;0;1;0;0;0;1010416@ANOSIPATRANA
63;11;101;10101;10104;1010412;101010066;EPP ANKAZOTOHO ANOSIMAHAVELONA;0;0;1;1;0;0;0;1010412@ANKAZOTOHO ANOSIMAHAVELONA
64;11;101;10101;10104;1010411;101010067;EPP ANKADITOHO;0;0;1;1;0;0;0;1010411@ANKADITOHO
65;11;101;10101;10104;1010405;101010068;EPP ANDREFAN AMBOHIJANAHARY;0;0;0;1;0;0;0;1010405@III G 2 ANDREFAN'AMBOHIJANAHARY
66;11;101;10101;10104;1010403;101010069;EPP AMBODIRANO AMPEFILOHA;0;0;1;1;0;0;0;1010403@AMPEFILOHA AMBODIRANO
67;11;101;10101;10104;1010401;101010070;EPP MAHAMASINA SUD;0;0;1;1;0;0;0;1010401@INFP
68;11;101;10101;10105;1010526;101010071;EPP SOAVIMASOANDRO;0;0;1;1;0;0;0;1010526@AMBOHIDRAZANA
69;11;101;10101;10105;1010525;101010072;EPP NANISANA;0;0;1;1;0;0;0;1010525@NANISANA IADIAMBOLA
70;11;101;10101;10105;1010521;101010073;EPP MANJAKARAY;0;0;1;1;0;0;0;1010521@MANJAKARAY
71;11;101;10101;10105;1010520;101010074;EPP IVANDRY;0;0;1;1;0;0;0;1010520@IVANDRY
72;11;101;10101;10105;1010526;101010075;CEG SOAVIMASOANDRO;0;0;0;0;1;0;0;1010526@SOAVIMASOANDRO
73;11;101;10101;10105;1010525;101010076;LYCEE NANISANA;0;0;0;0;0;1;0;1010525@NANISANA IADIAMBOLA
74;11;101;10101;10105;1010525;101010077;CEG NANISANA;0;0;0;0;1;0;0;1010525@IADIAMBOLA
75;11;101;10101;10105;1010516;101010078;EPP ANJANAHARY II N;0;0;1;1;0;0;0;1010516@ANJANAHARY IIN
76;11;101;10101;10105;1010514;101010079;CEG ANALAMAHITSY;0;0;0;0;1;0;0;1010514@ANALAMAHITSY CITE
77;11;101;10101;10105;1010513;101010080;EPP ANDRAISORO;0;0;0;1;0;0;0;1010513@ANDRAISORO
78;11;101;10101;10105;1010512;101010081;EPP ANALAMAHITSY VILLAGE;0;0;1;1;0;0;0;1010512@ANALAMAHITSY VILLAGE
79;11;101;10101;10105;1010511;101010082;EPP ANALAMAHITSY CITE;0;0;1;1;0;0;0;1010511@ANALAMAHITSY CITE
80;11;101;10101;10105;1010509;101010083;EPP AMBONILOHA;0;0;1;1;0;0;0;1010509@AMBONILOHA
81;11;101;10101;10105;1010507;101010084;EPP AMBOHIDAHY;0;0;1;1;0;0;0;1010507@AMBOHIDAHY
82;11;101;10101;10105;1010505;101010085;EPP AMBODITSIRY;0;0;1;1;0;0;0;1010505@AMBODITSIRY
83;11;101;10101;10105;1010504;101010086;EPP AMBATOMARO;0;0;1;1;0;0;0;1010504@AMBATOMARO AMPANOTOKANA
84;11;101;10101;10105;1010502;101010087;EPP AMBATOKARANANA;0;0;0;1;0;0;0;1010502@AMBATOKARANANA
85;11;101;10101;10105;1010501;101010088;EPP AMBATOBE;0;0;1;1;0;0;0;1010501@AMBATOBE
86;11;101;10101;10106;1010616;101010089;EPP ANKENIHENY;0;0;1;1;0;0;0;1010616@AMPEFILOHA ANKENIHENY
87;11;101;10101;10106;1010630;101010090;EPP IFANANTENANTSOA BETAFO;0;0;1;1;0;0;0;1010630@BETAFO
88;11;101;10101;10106;1010626;101010092;EPP ANTANJOMBE AVARATRA;0;0;1;1;0;0;0;1010626@ANTAJOMBE AVARATRA
89;11;101;10101;10106;1010625;101010093;EPP ANTANJOMBE AMBONY;0;0;1;1;0;0;0;1010625@ANTANJOMBE AMBONY
90;11;101;10101;10106;1010621;101010095;LYCEE AMBOHIMANARINA;0;0;0;0;0;1;0;1010621@ANOSISOA
91;11;101;10101;10106;1010618;101010097;EPP ANDRANOMENA;0;0;1;1;0;0;0;1010618@ANDRANOMENA
92;11;101;10101;10106;1010617;101010098;EPP ANDRAHARO;0;0;1;1;0;0;0;1010617@ANDRAHARO
93;11;101;10101;10106;1010613;101010099;EPP ANOSISOA;0;0;1;1;0;0;0;1010613@AMBOHIMITSINJO
94;11;101;10101;10106;1010612;101010100;EPP LOVASOA AMBOHIMIADANA NORD;0;0;1;1;0;0;0;1010612@AMBOHIMIADANA AMBOHIMANARINA
95;11;101;10101;10106;1010621;101010101;CEG AMBOHIMANARINA;0;0;0;0;1;0;0;1010621@AMBOHIMANARINA
96;11;101;10101;10106;1010608;101010102;EPP AMBOHIDROA II;0;0;1;1;0;0;0;1010608@AMBOHIDROA
97;11;101;10101;10106;1010605;101010104;EPP AMBODIMITA;0;0;1;1;0;0;0;1010605@AMBODIMITA
98;11;101;10101;10106;1010604;101010105;EPP AMBODIHADY;0;0;1;1;0;0;0;1010604@AMBODIHADY
99;11;101;10101;10106;1010601;101010107;EPP AMBARAVARANKAZO;0;0;1;1;0;0;0;1010601@AMBARAVARANKAZO
100;11;101;10101;10106;1010622;101010109;EPP ANOSIVAVAKA;0;0;1;1;0;0;0;1010622@AMBOHIMANARINA ANOSIVAVAKA
101;11;101;10101;10106;1010608;101010110;EPP AMBOHIDROA I;0;0;1;1;0;0;0;1010608@AMBOHIDROA
102;11;101;10101;10106;1010627;101010111;EPP ANTSARARAY;0;0;1;1;0;0;0;1010627@ANTASARAY
103;11;101;10101;10106;1010611;101010112;EPP AMBOHIMIADANA SUD;0;0;0;1;0;0;0;1010611@AMBOHIMIADANA SUD
104;11;101;10101;10106;1010602;101010113;EPP AMBATOLAMPY;0;0;1;1;0;0;0;1010602@AMBATOLAMPY
105;11;101;10101;10102;1010212;101010117;EPP AMPAMANTANANA;0;0;1;1;0;0;0;1010212@AMBOHIBARY/AMPAMANTANANA
106;11;101;10101;10105;1010527;101010118;EPP TSARAHONENANA;0;0;1;1;0;0;0;1010527@BEMASOANDRO
107;11;101;10101;10101;1010133;101010128;LYCEE MODERNE AMPEFILOHA;0;0;0;0;0;1;0;1010133@AMPEFILOHA
108;11;101;10101;10105;1010511;101010134;LYCEE ANALAMAHITSY;0;0;0;0;0;1;0;1010511@ANALAMAHITSY CITE
109;11;101;10101;10106;1010620;101010135;EPP ANTANIMENA II;0;0;1;1;0;0;0;1010620@ANKAZOMANGA ATSIMO
110;11;101;10101;10102;1010210;101010136;EPP AMBOHITSOA;0;0;1;1;0;0;0;1010210@AMBOHITSOA -ANKAZOLAVA-IVANJA
111;11;101;10101;10105;1010526;101010137;EPP IMAMBA;0;0;1;1;0;0;0;1010526@IMAMBA SOAVIMASOANDRO
112;11;101;10101;10103;1010308;101010138;EPP VOHIBOLA;0;0;1;1;0;0;0;1010308@VOHIBOLA
113;11;101;10101;10103;1010332;101010139;EPP ANKADIFOTSY I;0;0;1;1;0;0;0;1010332@ANKADIFOTSY
114;11;101;10101;10102;1010206;101010140;CEG AMBOHIMIANDRA;0;0;0;0;1;0;0;1010206@CEG AMBOHIMIANDRA
115;11;101;10101;10106;1010618;101010149;CEG ANDRANOMENA;0;0;0;0;1;0;0;1010618@ANDRANOMENA
116;11;101;10101;10101;1010103;101010301;ECOLE PRIVEE GOLDEN SCHOOL;1;0;1;1;0;0;0;1010103@LOGEMENT 950
117;11;101;10101;10101;1010109;101011001;SEKOLY PROTESTANTA AMBOHIJATOVO AVARATRA;1;0;0;0;1;1;0;1010109@AMBOHIJATOVO AVARATRA
118;11;101;10101;10101;1010117;101011003;LYCEE PRIVE RASALIMO;1;0;0;1;1;1;0;1010117@AVARADOZOKA
119;11;101;10101;10101;1010142;101011006;COLLEGE PRIVE LA VICTOIRE PLUS;1;0;1;1;1;0;0;1010142@MANARINTSOA CENTRE
120;11;101;10101;10101;1010137;101011011;ECOLE PRIVEE SULLY;1;0;1;1;0;0;0;1010137@TSARALALANA
121;11;101;10101;10101;1010136;101011012;ECOLE PRIVEE LA RACINE;1;0;1;1;1;0;0;1010136@AMPATSAKANA
122;11;101;10101;10101;1010106;101011013;ECOLE SAINT JOSEPH DE CLUNY AMBATONILITA;1;0;1;1;0;0;0;1010106@AMBATONILITA
123;11;101;10101;10101;1010136;101011014;COLLEGE PRIVE DIADEMA AMPATSAKANA;1;0;1;1;1;1;0;1010136@AMPATSAKANA
124;11;101;10101;10101;1010109;101011016;ECOLE FRERE RAPHAEL LOUIS RAFIRINGA FARAVOHITRA;1;0;1;1;1;1;0;1010109@44, RUE JEAN ANDRIAMADY - FARAVOHITRA
125;11;101;10101;10101;1010135;101011019;ECOLE PRIVEE AU PETIT MONDE;1;0;1;1;0;0;0;1010135@MANDROSOA FARAVOHITRA
126;11;101;10101;10101;1010102;101011020;COLLEGE PRIVE AUX PETITES FLEURS;1;0;1;1;1;0;0;1010102@LOGT 337 CITE 67 HA SUD
127;11;101;10101;10101;1010118;101011021;COLLEGE LA PRIMAIRE;1;0;1;1;1;1;0;1010118@ANDOHATAPENAKA
128;11;101;10101;10101;1010104;101011022;ECOLE PRIVEE LES GIBBONS;1;0;1;1;0;0;0;1010104@67 HA AVARATRA ATSINANANA
129;11;101;10101;10101;1010104;101011024;INSTITUTION MIXTE ET MODERNE (IMM) 67HA NORD EST;1;0;0;0;1;1;0;1010104@LOGT 1507 CITE DES 67 HA NORD EST TANA 101
130;11;101;10101;10101;1010103;101011025;ECOLE PRIVEE LE BONHEUR;1;0;1;1;1;0;0;1010103@67 HA NORD-OUEST
131;11;101;10101;10101;1010104;101011026;ECOLE PRIVEE MY SCHOOL;1;0;1;1;0;0;0;1010104@67HA AVARATRA ATSINANANA
132;11;101;10101;10101;1010101;101011028;ECOLE PRIVEE LES CAPUCINES;1;0;1;1;0;0;0;1010101@67 HA NORD OUEST
133;11;101;10101;10101;1010102;101011033;LYCEE PRIVE LES JOYEUX POUPONS;1;0;0;1;1;1;0;1010102@67HA SUD
134;11;101;10101;10101;1010104;101011034;COLLEGE PRIVE NEW EDEN;1;0;1;1;1;1;0;1010104@67HA
135;11;101;10101;10101;1010128;101011036;ECOLE PRIVEE INSTITUTION CHRETIENNE AVENIR;1;0;1;1;0;0;0;1010128@AMBODIN'ISOTRY LOT IVO 69 B BIS
136;11;101;10101;10101;1010128;101011038;LYCEE PRIVE FANAVOTANA;1;0;1;1;1;1;0;1010128@LOT IVP 64 TER ANTSALOVANA FAAMI
137;11;101;10101;10101;1010128;101011039;ECOLE ANNE MARIE JAVOUHEY ISOTRY;1;0;1;1;1;0;0;1010128@ANTOHOMADINIKA SUD
138;11;101;10101;10101;1010128;101011040;LYCEE CATHOLIQUE SAINT LOUIS FIKIRIZANA ISOTRY;1;0;1;1;1;1;0;1010128@ANTOHOMADINIKA ISOTRY
139;11;101;10101;10101;1010128;101011041;LYCEE PRIVE NEW SPEED;1;0;0;0;1;1;0;1010128@ANTOHOMADINIKA
140;11;101;10101;10101;1010129;101011042;LYCEE PRIVE CATHOLIQUE NOTRE DAME DU ROSAIRE;1;0;1;1;1;1;0;1010129@ANTOHOMADINIKA FAAMI
141;11;101;10101;10101;1010129;101011043;LES BAMBINOS;1;0;1;1;0;0;0;1010129@ANTOHOMADINIKA FAAMI
142;11;101;10101;10101;1010130;101011044;ECOLE PRIVEE ZOTO;1;0;1;1;0;0;0;1010130@ANTOHOMADINIKA IIIG HANGAR
143;11;101;10101;10101;1010124;101011045;ECOLE PRIVEE NICOH;1;0;1;1;0;0;0;1010124@ANTETEZANAFONA I
144;11;101;10101;10101;1010125;101011046;ECOLE PRIVEE CHRISTAL;1;0;1;1;1;0;0;1010125@ANTETEZANAFOVOANY
145;11;101;10101;10101;1010127;101011047;ECOLE PRIVEE CHARLEMAGNE;1;0;0;1;1;0;0;1010127@ANTETEZANAFOVOANY II
146;11;101;10101;10101;1010123;101011048;SEKOLY ANGLIKANA TRINITE MASINA AVARATRANJOMA;1;0;1;1;0;0;0;1010123@AMBODIFILAO
147;11;101;10101;10101;1010122;101011049;ECOLE PRIVEE BETANIA ANKASINA;1;0;1;1;0;0;0;1010122@67 HA NORD-OUEST
148;11;101;10101;10101;1010119;101011053;ECOLE PRIVEE NY AVOKO;1;0;0;1;0;0;0;1010119@B 85 ANDRANOMANALINA CENTRE
149;11;101;10101;10101;1010118;101011054;ECOLE PRIVEE PREFERENCE;1;0;1;1;0;0;0;1010118@ANDOHATAPENAKA
150;11;101;10101;10101;1010118;101011055;ECOLE PRIVEE AVOTRA FANANTENANA;1;0;1;1;0;0;0;1010118@ANDOHATAPENAKA III
151;11;101;10101;10101;1010116;101011059;SEKOLY FJKM LOHARANONTSOA;1;0;1;1;0;0;0;1010116@ANDOHATAPENAKA I
152;11;101;10101;10101;1010117;101011060;SEKOLY VICTOIRE RASOAMANARIVO;1;0;1;1;0;0;0;1010117@ANDOHATAPENAKA II
153;11;101;10101;10101;1010115;101011062;COLLEGE DES ENSEIGNANTS ASSOCIES (CEA);1;0;0;1;1;0;0;1010115@ANDAVAMAMBA
154;11;101;10101;10101;1010114;101011063;COLLEGE PRIVE MUSULMANE AHMADIYYA;1;0;1;1;1;0;0;1010114@ANATIHAZO II
155;11;101;10101;10101;1010114;101011064;ECOLE MARIE THERESE LEDOCHOWSKA ANATIHAZO;1;0;1;1;0;0;0;1010114@ECAR ANATIHAZO
156;11;101;10101;10101;1010113;101011065;COLLEGE PRIVE RAINISOALAMBO;1;0;0;1;1;0;0;1010113@ANDAVAMAMBA
157;11;101;10101;10101;1010113;101011066;ECOLE PRIVEE AMANDA SCHOOL;1;0;0;1;1;0;0;1010113@ANDAVAMAMBA
158;11;101;10101;10101;1010112;101011067;CLUB D'ENFANT FIKRIZAMA ANDAVAMAMBA;1;0;1;1;0;0;0;1010112@ANDAVAMAMBA
159;11;101;10101;10101;1010112;101011069;COLLEGE PRIVE DE DEMAIN INTERNATIONAL ANDAVAMAMBA;1;0;0;1;1;0;0;1010112@ANDAVAMAMBA
160;11;101;10101;10101;1010122;101011070;ECOLE PRIVEE INSTITUTION MARTHE HERVEE;1;0;0;1;1;1;0;1010122@QUARTIER
161;11;101;10101;10101;1010140;101011071;LYCEE PRIVE SAINT CHAMPAGNAT;1;0;0;1;1;1;0;1010140@MANARINTSOA ANATIHAZO
162;11;101;10101;10101;1010111;101011072;COLLEGE PRIVE MIARINTSOA;1;0;0;0;1;1;0;1010111@MANARINTSOA
163;11;101;10101;10101;1010111;101011073;ECOLE PRIVEE CHRETIENNE DE MANARINTSOA;1;0;0;1;0;0;0;1010111@ANATIHAZO ISOTRY
164;11;101;10101;10101;1010111;101011074;ECOLE PRIVEE LES CANARIS;1;0;1;1;0;0;0;1010111@CITE AMBODIN'ISOTRY
165;11;101;10101;10101;1010111;101011076;ECOLE PRIVEE LES JACINTHES TEENAGER;1;0;1;1;1;0;0;1010111@ANATIHAZO ISOTRY
166;11;101;10101;10101;1010111;101011077;ECOLE CATHOLIQUE JEAN XXIII;1;0;0;1;1;0;0;1010111@ECAR ANATIHAZO
167;11;101;10101;10101;1010133;101011078;ECOLE PRIVEE LES ELITOS;1;0;1;1;1;0;0;1010133@AMPEFILOHA
168;11;101;10101;10101;1010136;101011081;LYCEE PRIVE LA FARANDOLE;1;0;1;1;1;1;0;1010136@AMPATSAKANA
169;11;101;10101;10101;1010110;101011082;ECOLE PRIVEE CATHOLIQUE LA PROVIDENCE;1;0;1;1;1;0;0;1010110@AMPARIBE
170;11;101;10101;10101;1010110;101011083;ECOLE PRIVEE MY FIRST STEP;1;0;1;1;1;0;0;1010110@AMPARIBE
171;11;101;10101;10101;1010110;101011084;INSTITUTION SAINTE FAMILLE MAHAMASINA;1;0;0;0;1;1;0;1010110@QUARTIER D'AMPARIBE
172;11;101;10101;10101;1010110;101011085;LYCEE PRIVE SAINT MICHEL AMPARIBE;1;0;1;1;1;1;0;1010110@AMPARIBE ID73
173;11;101;10101;10101;1010143;101011087;ECOLE PRIVEE SANTA MARIA II;1;0;1;1;0;0;0;1010143@SOARANO AMBONDRO AMBODIFILAO
174;11;101;10101;10101;1010134;101011088;ECOLE PRIVEE LAURIANA I;1;0;1;1;0;0;0;1010134@FARAVOHITRA AMBONY
175;11;101;10101;10101;1010144;101011090;ECOLE PRIVEE LES LUCIOLES;1;0;1;1;0;0;0;1010144@SOARANO AMBONDRONA
176;11;101;10101;10101;1010132;101011093;COLLEGE PRIVE DOUDOUNE;1;0;1;1;1;0;0;1010132@LOGEMENT 307 AMBODIN'ISOTRY
177;11;101;10101;10101;1010114;101011094;LYCEE PRIVE LA VERITE;1;0;1;1;1;1;0;1010114@PR III K 24 E ANDAVAMAMBA ANJEZIKA II
178;11;101;10101;10101;1010135;101011095;ECOLE PRIVEE LE PETIT ECOLIER;1;0;1;1;0;0;0;1010135@AMBOHIJATOVO
179;11;101;10101;10101;1010107;101011096;ECOLE SAINT JOSEPH ANDOHALO;1;0;0;0;1;1;0;1010107@AMBATOVINAKY
180;11;101;10101;10101;1010107;101011097;LYCEE I MARIA MANJAKA;1;0;1;1;1;1;0;1010107@AMBATOMIANGARA ANDOHALO
181;11;101;10101;10101;1010107;101011098;ECOLE PRIVEE LES JOLIS ROSSIGNOLS;1;0;1;1;1;0;0;1010107@AMBATOMIANGARA
182;11;101;10101;10101;1010107;101011100;ECOLE PRIVEE MADAME DE SEVIGNE;1;0;1;1;1;0;0;1010107@AMBATOVINAKY AMBANY
183;11;101;10101;10101;1010107;101011102;COLLEGE PRIVE AUX TROIS POMMES;1;0;1;1;1;0;0;1010107@ANTSAPANIMAHAZO
184;11;101;10101;10101;1010102;101011105;ECOLE PRIVEE LES MIRABELLES;1;0;1;1;1;0;0;1010102@67HA LOGT 222
185;11;101;10101;10101;1010102;101011107;LYCEE PRIVE ARCHE DE NOE;1;0;0;0;1;1;0;1010102@67 HA
186;11;101;10101;10101;1010102;101011109;ECOLE PRIVEE ANDRISOA;1;0;1;1;0;0;0;1010102@67HGA SUD
187;11;101;10101;10101;1010103;101011112;ECOLE PRIVEE LE GARANT;1;0;0;1;0;0;0;1010103@SECTEUR 2 LOGT 1065
188;11;101;10101;10101;1010104;101011114;ECOLE PRIVEE LES POUSSINS;1;0;1;1;0;0;0;1010104@67 HA
189;11;101;10101;10102;1010224;101011115;ECOLE PRIVEE FLAMBEAU;1;0;1;1;0;0;0;1010224@TSIADANA
190;11;101;10101;10102;1010224;101011116;LYCEE PRIVE NOTRE ECOLE (TSIADANA);1;0;1;1;1;1;0;1010224@TSIADANA
191;11;101;10101;10102;1010224;101011117;ECOLE PRIVEE LA FONTAINE BLEUE;1;0;1;1;0;0;0;1010224@TSIADANA
192;11;101;10101;10102;1010224;101011118;LYCEE PRIVE MAHOLY;1;0;0;0;1;1;0;1010224@TSIADANA
193;11;101;10101;10102;1010224;101011119;ECOLE PRIVEE LES MOINEAUX;1;0;1;1;1;0;0;1010224@QUARTIER
194;11;101;10101;10102;1010224;101011120;ECOLE PRIVEE AVENIR DE TSIADANA;1;0;0;1;0;0;0;1010224@QUARTIER
195;11;101;10101;10102;1010224;101011121;COLLEGE SAINT FRANCOIS D'ASSISE TSIADANA;1;0;1;1;1;0;0;1010224@TSIADANA
196;11;101;10101;10102;1010210;101011123;COLLEGE PRIVE LES PETITS GENIES;1;0;1;1;1;0;0;1010210@AMBOHITSOA
197;11;101;10101;10102;1010202;101011124;ECOLE PRIVEE JOUJOU;1;0;1;1;1;0;0;1010202@MIANDRARIVO
198;11;101;10101;10102;1010221;101011125;ECOLE PRIVEE POUSSELINA MANDROSEZA;1;0;1;1;0;0;0;1010221@MANDROSEZA
199;11;101;10101;10102;1010221;101011126;COLLEGE PRIVE ANDRY SOA;1;0;1;1;1;0;0;1010221@MANDROSEZA
200;11;101;10101;10102;1010221;101011127;ECOLE PRIVEE MON ENFANCE;1;0;1;1;0;0;0;1010221@MANDROSEZA
